sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:obsolete_conceptId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
87500,"Open wound of chest (wall), Without mention of complication",37,,2000305746,"Haava rinnan aluella, Ei-Komplis. (tai tark. Määrittelemätön)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,875,,,0.67,APPROVED,EQUAL,Greta,1723203742651,78015,"Open wound of chest wall, uncomplicated",Condition,MAPS_TO,,<auto>,1641570132079,
87590,"Open wound of chest (wall), Late effect",0,,2000305748,"Haava rinnan aluella, Jälkivaivat",5-char ICD8fi,Condition,1970-01-01,2099-12-31,875,,,0.56,UNCHECKED,UNREVIEWED,,0,444195,Open wound of chest wall,Condition,MAPS_TO,,<auto>,1641570150882,
87510,"Open wound of chest (wall), Complicated",13,,2000305747,"Haava rinnan aluella, Komplisoitunut",5-char ICD8fi,Condition,1970-01-01,2099-12-31,875,,,0.61,UNCHECKED,UNREVIEWED,,0,79189,Open wound of chest wall with complication,Condition,MAPS_TO,,<auto>,1641570141450,
875,Open wound of chest (wall),0,,2000305745,Haava rinnan aluella,3-char ICD8fi,Condition,1970-01-01,2099-12-31,870-879,,,0.75,UNCHECKED,UNREVIEWED,,0,444195,Open wound of chest wall,Condition,MAPS_TO,,<auto>,1641570117050,
87700,"Open wound of buttock, Without mention of complication",6,,2000305754,"Haava pakaraseudussa, Ei-Komplis. (tai tark. Määrittelemätön)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,877,,,0.76,APPROVED,EQUAL,Greta,1723208461957,4147016,Open wound of buttock,Condition,MAPS_TO,,Greta,1723208461022,
87790,"Open wound of buttock, Late effect",0,,2000305756,"Haava pakaraseudussa, Jälkivaivat",5-char ICD8fi,Condition,1970-01-01,2099-12-31,877,,,0.72,UNCHECKED,UNREVIEWED,,0,4147016,Open wound of buttock,Condition,MAPS_TO,,<auto>,1641570217709,
87710,"Open wound of buttock, Complicated",0,,2000305755,"Haava pakaraseudussa, Komplisoitunut",5-char ICD8fi,Condition,1970-01-01,2099-12-31,877,,,0.76,UNCHECKED,UNREVIEWED,,0,197138,Open wound of buttock with complication,Condition,MAPS_TO,,<auto>,1641570210669,
877,Open wound of buttock,0,,2000305753,Haava pakaraseudussa,3-char ICD8fi,Condition,1970-01-01,2099-12-31,870-879,,,1.00,APPROVED,EQUAL,Javier,1641651726877,4147016,Open wound of buttock,Condition,MAPS_TO,,<auto>,1641570188489,
87600,"Open wound of back, Without mention of complication",12,,2000305750,"Haava selässä, Ei-Komplis. (tai tark. Määrittelemätön)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,876,,,0.76,UNCHECKED,UNREVIEWED,,0,140570,"Open wound of back, uncomplicated",Condition,MAPS_TO,,<auto>,1641570169063,
87690,"Open wound of back, Late effect",0,,2000305752,"Haava selässä, Jälkivaivat",5-char ICD8fi,Condition,1970-01-01,2099-12-31,876,,,0.67,UNCHECKED,UNREVIEWED,,0,140570,"Open wound of back, uncomplicated",Condition,MAPS_TO,,<auto>,1641570183598,
87610,"Open wound of back, Complicated",0,,2000305751,"Haava selässä, Komplisoitunut",5-char ICD8fi,Condition,1970-01-01,2099-12-31,876,,,0.89,UNCHECKED,UNREVIEWED,,0,140570,"Open wound of back, uncomplicated",Condition,MAPS_TO,,<auto>,1641570176354,
876,Open wound of back,0,,2000305749,Haava selässä,3-char ICD8fi,Condition,1970-01-01,2099-12-31,870-879,,,1.00,APPROVED,EQUAL,Javier,1641651726877,4149680,Open wound of back,Condition,MAPS_TO,,<auto>,1641570155692,
43299,"Occlusion of precerebral arteries, Without mention of hypertension",16,,2000302668,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.67,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574565745,
43209,"Occlusion of precerebral arteries, NUD, cum hypertonia",0,,2000302663,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, NUD, cum hypertonia",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.61,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574491562,
43292,"Occlusion of precerebral arteries, Inarteria vertebrali, hypertonia non indicata",7,,2000302666,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, Inarteria vertebrali, hypertonia non indicata",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.57,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574538625,
43202,"Occlusion of precerebral arteries, Inarteria vertebrali, cum hypertonia",0,,2000302661,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, Inarteria vertebrali, cum hypertonia",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.59,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574468207,
43290,"Occlusion of precerebral arteries, In arteria carotide interna, hypertonia non indicata",11,,2000302664,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, In arteria carotide interna, hypertonia non indicata",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.57,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574507738,
43200,"Occlusion of precerebral arteries, In arteria carotide interna, cum hypertonia",0,,2000302659,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, In arteria carotide interna, cum hypertonia",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.59,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574441134,
43291,"Occlusion of precerebral arteries, In arteria basiali (arteria cerebri posteriore inclusa), hypertonia non indicata",0,,2000302665,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, In arteria basiali (arteria cerebri posteriore inclusa), hypertonia non indicata",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.46,INVALID_TARGET,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,Invalid existing target: 762343,,0,
43201,"Occlusion of precerebral arteries, In arteria basiali (arteria cerebri posteriore inclusa), cum hypertonia",0,,2000302660,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, In arteria basiali (arteria cerebri posteriore inclusa), cum hypertonia",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.47,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574456192,
43298,"Occlusion of precerebral arteries, Alia definita, hypertonia non indicata",0,,2000302667,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, Alia definita, hypertonia non indicata",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.58,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574552826,
43208,"Occlusion of precerebral arteries, Alia definita, cum hypertonia",0,,2000302662,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa, Alia definita, cum hypertonia",5-char ICD8fi,Condition,1970-01-01,2099-12-31,432,,,0.60,UNCHECKED,UNREVIEWED,,0,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574481420,
432,Occlusion of precerebral arteries,0,,2000302658,"Sulkeuma (tulppa, tukos) aivoihin verta vievissä valtimoissa",3-char ICD8fi,Condition,1970-01-01,2099-12-31,430-438,,,0.91,APPROVED,EQUAL,Greta,1721313574806,443239,Precerebral arterial occlusion,Condition,MAPS_TO,,<auto>,1641574425595,
65114,"Occipital presentation, posterior position",0,,2000303690,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568190507,
65124,"Occipital presentation, posterior position",0,,2000303701,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568262524,
65704,"Occipital presentation, posterior position",23,,2000303926,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6570,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568366008,
65134,"Occipital presentation, posterior position",0,,2000303712,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568375066,
65714,"Occipital presentation, posterior position",68,,2000303937,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6571,,,0.70,APPROVED,EQUAL,Greta,1722237247592,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568470588,
65144,"Occipital presentation, posterior position",0,,2000303723,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568479005,
65724,"Occipital presentation, posterior position",0,,2000303948,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568561452,
65154,"Occipital presentation, posterior position",0,,2000303734,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568567588,
65734,"Occipital presentation, posterior position",0,,2000303959,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568645964,
65204,"Occipital presentation, posterior position",6,,2000303746,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568663632,
65744,"Occipital presentation, posterior position",0,,2000303970,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6574,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568726909,
65214,"Occipital presentation, posterior position",0,,2000303757,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568743399,
65784,"Occipital presentation, posterior position",0,,2000303981,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568806882,
65224,"Occipital presentation, posterior position",0,,2000303768,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568822836,
65794,"Occipital presentation, posterior position",0,,2000303992,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568890294,
65294,"Occipital presentation, posterior position",0,,2000303779,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568907912,
65804,"Occipital presentation, posterior position",0,,2000304004,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6580,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641568992787,
65304,"Occipital presentation, posterior position",0,,2000303791,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569001858,
65814,"Occipital presentation, posterior position",0,,2000304015,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6581,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569075892,
65314,"Occipital presentation, posterior position",0,,2000303802,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569084632,
65824,"Occipital presentation, posterior position",0,,2000304026,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6582,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569163058,
65324,"Occipital presentation, posterior position",0,,2000303813,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569171647,
65894,"Occipital presentation, posterior position",0,,2000304037,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,658,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569253668,
65384,"Occipital presentation, posterior position",0,,2000303824,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569264933,
65404,"Occipital presentation, posterior position",33,,2000303836,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,654,,,0.70,APPROVED,EQUAL,Greta,1723205312367,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569370059,
65404,"Occipital presentation, posterior position",33,,2000303836,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,654,,,0.70,APPROVED,EQUAL,Greta,1723205312367,42872805,Delivery of occipitoposterior presentation,Procedure,MAPS_TO,,Greta,1723205311116,
65484,"Occipital presentation, posterior position",0,,2000303847,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,654,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569459837,
66004,"Occipital presentation, posterior position",0,,2000304060,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569529586,
65494,"Occipital presentation, posterior position",14,,2000303858,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,654,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569542037,
66014,"Occipital presentation, posterior position",0,,2000304071,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569611931,
65504,"Occipital presentation, posterior position",0,,2000303870,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569636578,
66024,"Occipital presentation, posterior position",0,,2000304082,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569695885,
65514,"Occipital presentation, posterior position",0,,2000303881,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569721658,
66034,"Occipital presentation, posterior position",0,,2000304093,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569785804,
65584,"Occipital presentation, posterior position",12,,2000303892,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569810623,
66044,"Occipital presentation, posterior position",0,,2000304104,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569867767,
65594,"Occipital presentation, posterior position",6,,2000303903,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569895475,
66084,"Occipital presentation, posterior position",0,,2000304115,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641569953917,
66094,"Occipital presentation, posterior position",0,,2000304126,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641570050074,
66104,"Occipital presentation, posterior position",7,,2000304138,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6610,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641571252796,
66114,"Occipital presentation, posterior position",0,,2000304149,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641571330716,
66124,"Occipital presentation, posterior position",0,,2000304160,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641571402313,
66134,"Occipital presentation, posterior position",0,,2000304171,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641571473482,
66144,"Occipital presentation, posterior position",0,,2000304182,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641571545121,
66154,"Occipital presentation, posterior position",0,,2000304193,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641571613534,
66184,"Occipital presentation, posterior position",34,,2000304204,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.70,APPROVED,EQUAL,Greta,1723205072227,42872805,Delivery of occipitoposterior presentation,Procedure,MAPS_TO,,Greta,1723205070909,
65104,"Occipital presentation, posterior position",0,,2000303679,Avoin niska- tai takaraivotarjonta,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.70,UNCHECKED,UNREVIEWED,,0,4291026,Occipitoposterior position,Condition,MAPS_TO,,<auto>,1641572259005,
65110,Occipital presentation,35,,2000303686,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213530070,197051,Obstructed labor caused by bony pelvis,Condition,MAPS_TO,,Greta,1723204776613,
65110,Occipital presentation,35,,2000303686,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213530070,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723204825146,
65120,Occipital presentation,32,,2000303697,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213546897,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723205597219,
65120,Occipital presentation,32,,2000303697,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213546897,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723205638751,
65700,Occipital presentation,783,,2000303922,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,6570,,,0.72,APPROVED,EQUAL,Sam,1723212954310,197051,Obstructed labor caused by bony pelvis,Condition,MAPS_TO,,Greta,1723034030614,
65700,Occipital presentation,783,,2000303922,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,6570,,,0.72,APPROVED,EQUAL,Sam,1723212954310,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723034045424,
65130,Occipital presentation,29,,2000303708,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723472743746,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723208781790,
65130,Occipital presentation,29,,2000303708,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723472743746,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723208911000,
65710,Occipital presentation,1195,,2000303933,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,6571,,,0.72,APPROVED,EQUAL,Sam,1723212818079,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723033994137,
65710,Occipital presentation,1195,,2000303933,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,6571,,,0.72,APPROVED,EQUAL,Sam,1723212818079,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723034021423,
65140,Occipital presentation,151,,2000303719,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213252047,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723118789209,
65140,Occipital presentation,151,,2000303719,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213252047,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723118800253,
65720,Occipital presentation,24,,2000303944,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.72,UNCHECKED,UNREVIEWED,,0,4211248,Structure of occipital pole,Spec Anatomic Site,MAPS_TO,,<auto>,1641568527074,
65150,Occipital presentation,44,,2000303730,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213553560,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723201283305,
65150,Occipital presentation,44,,2000303730,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.72,APPROVED,EQUAL,Sam,1723213553560,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723201300117,
65730,Occipital presentation,115,,2000303955,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.72,APPROVED,EQUAL,Sam,1723213317070,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723121617116,
65730,Occipital presentation,115,,2000303955,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.72,APPROVED,EQUAL,Sam,1723213317070,43530950,Complication occurring during pregnancy,Condition,MAPS_TO,,Greta,1723121625019,
65200,Occipital presentation,429,,2000303742,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.72,APPROVED,EQUAL,Sam,1723213039643,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723034116825,
65200,Occipital presentation,429,,2000303742,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.72,APPROVED,EQUAL,Sam,1723213039643,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723034129886,
65740,Occipital presentation,59,,2000303966,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,6574,,,0.72,APPROVED,EQUAL,Sam,1723213583379,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723194739108,
65740,Occipital presentation,59,,2000303966,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,6574,,,0.72,APPROVED,EQUAL,Sam,1723213583379,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723194751035,
65210,Occipital presentation,419,,2000303753,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.72,APPROVED,EQUAL,Sam,1723213050466,199087,Obstructed labor caused by bony pelvis - delivered,Condition,MAPS_TO,,Greta,1723034138786,
65210,Occipital presentation,419,,2000303753,"Pää edellä, niska- tai takaraivotarjonta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.72,APPROVED,EQUAL,Sam,1723213050466,440795,Complication occurring during labor and delivery,Condition,MAPS_TO,,Greta,1723034157552,
