sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptId,ADD_INFO:sourceDomain,ADD_INFO:sourceConceptClass,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:obsolete_conceptId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
448,Diseases of capillaries,0,321876,full_match,MORBI CAPILLORUM,2000403814,Condition,3-char ICD9fi,1970-01-01,2099-12-31,440-448,,,0.68,APPROVED,EQUAL,Javier,1642756146926,321876,Disorder of capillaries,Condition,MAPS_TO,,<auto>,1642599791553,
7042X,"Diseases of hair and hair follicles, Abnormalities of the hair[ABNORMALITAS CRINIUM ALIA DEFINITA SEU NUD]",0,133278,parent_match,ABNORMALITAS CRINIUM ALIA DEFINITA SEU NUD,2000405615,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.37,APPROVED,NARROWER,Javier,1642756738661,4299099,Abnormal keratinization of hair follicle,Condition,MAPS_TO,,<auto>,1642599791837,
589,Small kidney of unknown cause,0,4234129,full_match,HYPOPLASIA RENIS NUD,2000404642,Condition,3-char ICD9fi,1970-01-01,2099-12-31,580-589,,,1.00,APPROVED,EQUAL,Javier,1642756146926,4234129,Small kidney of unknown cause,Condition,MAPS_TO,,<auto>,1642599792079,
0350X,Erysipelas[ERYSIPELAS ALIA DEFINITA SEU NUD],627,138346,grandparent_match,ERYSIPELAS ALIA DEFINITA SEU NUD,2000400419,Condition,5-char ICD9fi,1970-01-01,2099-12-31,035,,,0.40,APPROVED,NARROWER,Javier,1642756721361,138346,Erysipelas,Condition,MAPS_TO,,<auto>,1642599792375,
7181K,"Other derangement of joint, Loose body in joint[NIVELHIIRI,MUU NIVEL]",0,79104,parent_match,"NIVELHIIRI,MUU NIVEL",2000405855,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.39,APPROVED,NARROWER,Javier,1642756738661,79104,Loose body in joint,Condition,MAPS_TO,,<auto>,1642599792628,
9158X,"Superficial injury of finger(s), Other and unspecified superficial injury of fingers without mention of infection",0,74211,unique_parent_match,LAESIO SUPERFICIALIS DIGITI MANUS ALIA DEFINITA,2000408048,Condition,5-char ICD9fi,1970-01-01,2099-12-31,915,,,0.60,APPROVED,EQUIVALENT,Javier,1642756805650,74211,Superficial injury of finger without infection,Condition,MAPS_TO,,<auto>,1642599793389,
036,Meningococcal infection,0,436621,full_match,INFECTIO MENINGOCOCCICA,2000400420,Condition,3-char ICD9fi,1970-01-01,2099-12-31,030-041,,,1.00,APPROVED,EQUAL,Javier,1642756146926,436621,Meningococcal infectious disease,Condition,MAPS_TO,,<auto>,1642599793805,
1706A,"Malignant neoplasm of bone and articular cartilage, Pelvic bones, sacrum and coccyx[LANTION LUIDEN SYÖPÄ,OSTEOSARCOMA]",0,72566,parent_match,"LANTION LUIDEN SYÖPÄ,OSTEOSARCOMA",2000401356,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.58,APPROVED,NARROWER,Javier,1642756738661,4089769,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Condition,MAPS_TO,,<auto>,1642599794342,
5890A,"Small kidney of unknown cause, Unilateral small kidney",22,195861,unique_parent_match,HYPOPLASIA RENIS UNILATERALIS,2000404643,Condition,5-char ICD9fi,1970-01-01,2099-12-31,589,,,0.87,APPROVED,EQUIVALENT,Javier,1642756805650,4234129,Small kidney of unknown cause,Condition,MAPS_TO,,<auto>,1642599794594,
2963B,"Affective psychoses, Major depressive disorder, recurrent episode[PSYCHOSIS BIPOLARIS DEPRESSIVA,LIEVÄASTEINEN]",15,4282316,parent_match,"PSYCHOSIS BIPOLARIS DEPRESSIVA,LIEVÄASTEINEN",2000402800,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.48,APPROVED,NARROWER,Javier,1642756738661,434911,"Recurrent major depressive episodes, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599795081,
4480A,"Diseases of capillaries, Hereditary haemorrhagic telangiectasia[TELEANGIECTASIA HAEMORRHAGICA HEREDITARIA]",0,313504,parent_match,TELEANGIECTASIA HAEMORRHAGICA HEREDITARIA,2000403815,Condition,5-char ICD9fi,1970-01-01,2099-12-31,448,,,0.68,APPROVED,NARROWER,Javier,1642756738661,313504,Osler hemorrhagic telangiectasia syndrome,Condition,MAPS_TO,,<auto>,1642599795316,
0360A,"Meningococcal infection, Meningococcal meningitis",22,438338,unique_parent_match,MENINGITIS MENINGOCOCCICA,2000400421,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.79,APPROVED,EQUIVALENT,Javier,1642756805650,436621,Meningococcal infectious disease,Condition,MAPS_TO,,<auto>,1642599795326,
7181L,"Other derangement of joint, Loose body in joint[NIVELHIIRI,USEAT NIVELET]",0,79104,parent_match,"NIVELHIIRI,USEAT NIVELET",2000405856,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.40,APPROVED,NARROWER,Javier,1642756738661,79104,Loose body in joint,Condition,MAPS_TO,,<auto>,1642599795925,
7043A,"Diseases of hair and hair follicles, Variations in hair colour[ENNENAIKAINEN HIUSTEN HARMAANTUMINEN]",0,135895,parent_match,ENNENAIKAINEN HIUSTEN HARMAANTUMINEN,2000405616,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.38,APPROVED,NARROWER,Javier,1642756738661,135895,Variation in hair color,Condition,MAPS_TO,,<auto>,1642599796148,
9159X,"Superficial injury of finger(s), Other and unspecified superficial injury of fingers, infected",0,80578,unique_parent_match,LAESIO SUPERFICIALIS DIGITI MANUSNUD,2000408049,Condition,5-char ICD9fi,1970-01-01,2099-12-31,915,,,0.51,APPROVED,EQUIVALENT,Javier,1642756805650,80578,Superficial injury of finger with infection,Condition,MAPS_TO,,<auto>,1642599796606,
5891A,"Small kidney of unknown cause, Bilateral small kidneys",0,195597,unique_parent_match,HYPOPLASIA RENIS BILATERALIS,2000404644,Condition,5-char ICD9fi,1970-01-01,2099-12-31,589,,,0.85,APPROVED,EQUIVALENT,Javier,1642756805650,4234129,Small kidney of unknown cause,Condition,MAPS_TO,,<auto>,1642599796799,
5899X,"Small kidney of unknown cause, Small kidney, unspecified",0,195861,unique_parent_match,HYPOPLASIA RENIS NUD,2000404645,Condition,5-char ICD9fi,1970-01-01,2099-12-31,589,,,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,4234129,Small kidney of unknown cause,Condition,MAPS_TO,,<auto>,1642599798381,
0361A,"Meningococcal infection, Meningococcal encephalitis[ENCEPHALITIS MENINGOCOCCICA SINE ABSCESSU]",0,380632,parent_match,ENCEPHALITIS MENINGOCOCCICA SINE ABSCESSU,2000400422,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.56,APPROVED,NARROWER,Javier,1642756738661,380632,Meningococcal encephalitis,Condition,MAPS_TO,,<auto>,1642599798838,
2963C,"Affective psychoses, Major depressive disorder, recurrent episode[PSYCHOSIS BIPOLARIS DEPRESSIVA,KESKIVAIKEA]",32,4282316,parent_match,"PSYCHOSIS BIPOLARIS DEPRESSIVA,KESKIVAIKEA",2000402801,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.50,APPROVED,NARROWER,Javier,1642756738661,434911,"Recurrent major depressive episodes, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599799407,
1706B,"Malignant neoplasm of bone and articular cartilage, Pelvic bones, sacrum and coccyx[LANTION LUIDEN SYÖPÄ, CHONDROSARCOMA]",0,72566,parent_match,"LANTION LUIDEN SYÖPÄ, CHONDROSARCOMA",2000401357,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.60,APPROVED,NARROWER,Javier,1642756738661,4089769,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Condition,MAPS_TO,,<auto>,1642599799497,
916,"Superficial injury of hip, thigh, leg and ankle",0,4055870,full_match,"LAESIO SUPERFICIALIS COXAE, FEMORIS, CRURIS ET MALL",2000408050,Condition,3-char ICD9fi,1970-01-01,2099-12-31,910-919,,,0.66,APPROVED,EQUAL,Javier,1642756146926,4166908,Superficial injury of ankle,Condition,MAPS_TO,,<auto>,1642599799568,
7181X,"Other derangement of joint, Loose body in joint[NIVELHIIRI,MÄÄRITTELEMÄTÖN]",0,79104,parent_match,"NIVELHIIRI,MÄÄRITTELEMÄTÖN",2000405857,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.33,APPROVED,NARROWER,Javier,1642756738661,79104,Loose body in joint,Condition,MAPS_TO,,<auto>,1642599799712,
4480X,"Diseases of capillaries, Hereditary haemorrhagic telangiectasia[TELEANGIECTASIA ALIA]",0,313504,parent_match,TELEANGIECTASIA ALIA,2000403816,Condition,5-char ICD9fi,1970-01-01,2099-12-31,448,,,0.68,APPROVED,NARROWER,Javier,1642756738661,313504,Osler hemorrhagic telangiectasia syndrome,Condition,MAPS_TO,,<auto>,1642599799732,
590,Infections of kidney,0,192964,full_match,INFECTIO RENIS,2000404646,Condition,3-char ICD9fi,1970-01-01,2099-12-31,590-599,,,0.79,APPROVED,EQUAL,Javier,1642756146926,4060295,Infections of kidney in pregnancy,Condition,MAPS_TO,,<auto>,1642599799833,
7043B,"Diseases of hair and hair follicles, Variations in hair colour[POLYOSIS]",0,135895,parent_match,POLYOSIS,2000405617,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.46,APPROVED,NARROWER,Javier,1642756738661,135895,Variation in hair color,Condition,MAPS_TO,,<auto>,1642599799864,
0361B,"Meningococcal infection, Meningococcal encephalitis[ENCEPHALITIS MENINGOCOCCICA CUM ABSCESSU]",0,380632,parent_match,ENCEPHALITIS MENINGOCOCCICA CUM ABSCESSU,2000400423,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.55,APPROVED,NARROWER,Javier,1642756738661,380632,Meningococcal encephalitis,Condition,MAPS_TO,,<auto>,1642599801729,
5900A,"Infections of kidney, Chronic pyelonephritis",157,4269363,unique_parent_match,PYELONEPHRITIS CHRONICA,2000404647,Condition,5-char ICD9fi,1970-01-01,2099-12-31,590,,,0.63,APPROVED,EQUIVALENT,Javier,1642756805650,4269363,Chronic pyelonephritis,Condition,MAPS_TO,,<auto>,1642599802011,
4481A,"Diseases of capillaries, Naevus, non-neoplastic",46,135287,unique_parent_match,NAEVUS NONNEOPLASTICUS,2000403817,Condition,5-char ICD9fi,1970-01-01,2099-12-31,448,,,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,135287,Non-neoplastic nevus,Condition,MAPS_TO,,<auto>,1642599802125,
0362A,"Meningococcal infection, Meningococcaemia",0,133691,unique_parent_match,MENINGOCOCCHAEMIA,2000400424,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,133691,Meningococcemia,Condition,MAPS_TO,,<auto>,1642599803148,
2963D,"Affective psychoses, Major depressive disorder, recurrent episode[PSYCHOSIS BIPOLARIS DEPRESSIVA,VAIKEA-ASTEINEN]",41,4282316,parent_match,"PSYCHOSIS BIPOLARIS DEPRESSIVA,VAIKEA-ASTEINEN",2000402802,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.50,APPROVED,NARROWER,Javier,1642756738661,434911,"Recurrent major depressive episodes, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599803250,
7182A,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, OLKANIVEL]",23,77356,parent_match,"DISLOCATIO SPONTANEA, OLKANIVEL",2000405858,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.52,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599803964,
9160A,"Superficial injury of hip, thigh, leg and ankle, Abrasion or friction burn without mention of infection",0,4055870,unique_parent_match,ABRASIO NONINFECTIOSA   ALARAAJAN,2000408051,Condition,5-char ICD9fi,1970-01-01,2099-12-31,916,,,0.60,APPROVED,EQUIVALENT,Javier,1642756805650,442328,Superficial injury of ankle without infection,Condition,MAPS_TO,,<auto>,1642599804310,
7043C,"Diseases of hair and hair follicles, Variations in hair colour[HETEROCHROMIA]",0,135895,parent_match,HETEROCHROMIA,2000405618,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.45,APPROVED,NARROWER,Javier,1642756738661,135895,Variation in hair color,Condition,MAPS_TO,,<auto>,1642599804394,
5901A,"Infections of kidney, Acute pyelonephritis",865,4280571,unique_parent_match,PYELONEPHRITIS ACUTA,2000404648,Condition,5-char ICD9fi,1970-01-01,2099-12-31,590,,,0.62,APPROVED,EQUIVALENT,Javier,1642756805650,4280571,Acute pyelonephritis,Condition,MAPS_TO,,<auto>,1642599804556,
1706C,"Malignant neoplasm of bone and articular cartilage, Pelvic bones, sacrum and coccyx[LANTION LUIDEN SYÖPÄ,SARCOMA EWING]",0,72566,parent_match,"LANTION LUIDEN SYÖPÄ,SARCOMA EWING",2000401358,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.57,APPROVED,NARROWER,Javier,1642756738661,4089769,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Condition,MAPS_TO,,<auto>,1642599804576,
4489A,"Diseases of capillaries, Other and unspecified capillary diseases[ANGIODYSPLASIA]",7,321876,parent_match,ANGIODYSPLASIA,2000403818,Condition,5-char ICD9fi,1970-01-01,2099-12-31,448,,,0.49,APPROVED,NARROWER,Javier,1642756738661,36554351,Capillary hemangioma of skin of other and unspecified parts of face,Condition,MAPS_TO,,<auto>,1642599805722,
0363A,"Meningococcal infection, Waterhouse-Friderichsen syndrome, meningococcal",0,434275,unique_parent_match,SYNDROMA WATERHOUSE-FRIEDRICHSEN,2000400425,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.86,APPROVED,EQUIVALENT,Javier,1642756805650,434275,Waterhouse-Friderichsen syndrome,Condition,MAPS_TO,,<auto>,1642599806787,
5902A,"Infections of kidney, Renal and perinephric abscess",10,198192,unique_parent_match,ABSCESSUS RENALIS ET PERIRENALIS,2000404649,Condition,5-char ICD9fi,1970-01-01,2099-12-31,590,,,0.64,APPROVED,EQUIVALENT,Javier,1642756805650,198192,Renal and perinephric abscess,Condition,MAPS_TO,,<auto>,1642599807456,
2963E,"Affective psychoses, Major depressive disorder, recurrent episode[PSYCH.BIPOLARIS DEPRESSIVA,VAIKEA-ASTE,PSYKOOT PIIR]",30,4282316,parent_match,"PSYCH.BIPOLARIS DEPRESSIVA,VAIKEA-ASTE,PSYKOOT PIIR",2000402803,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.41,APPROVED,NARROWER,Javier,1642756738661,434911,"Recurrent major depressive episodes, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599807557,
7182B,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, KYYNÄRNIVEL]",0,77356,parent_match,"DISLOCATIO SPONTANEA, KYYNÄRNIVEL",2000405859,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.44,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599807700,
7048A,"Diseases of hair and hair follicles, Other specified diseases of hair and hair follicles[SEBORRHOEA CAPITIS]",0,135033,parent_match,SEBORRHOEA CAPITIS,2000405619,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.52,APPROVED,NARROWER,Javier,1642756738661,137626,Seborrheic dermatitis of scalp,Condition,MAPS_TO,,<auto>,1642599808278,
0364A,"Meningococcal infection, Meningococcal carditis",0,317208,unique_parent_match,CARDITIS MENINGOCOCCICA,2000400426,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,317208,Meningococcal carditis,Condition,MAPS_TO,,<auto>,1642599808701,
5909X,"Infections of kidney, Infection of kidney, unspecified",18,192964,unique_parent_match,INFECTIO RENIS NUD,2000404650,Condition,5-char ICD9fi,1970-01-01,2099-12-31,590,,,0.58,APPROVED,EQUIVALENT,Javier,1642756805650,4030507,Fungal infection of kidney,Condition,MAPS_TO,,<auto>,1642599809475,
1706D,"Malignant neoplasm of bone and articular cartilage, Pelvic bones, sacrum and coccyx[LANTION LUIDEN SYÖPÄ,MUU HISTOLOGIA]",0,72566,parent_match,"LANTION LUIDEN SYÖPÄ,MUU HISTOLOGIA",2000401359,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.56,APPROVED,NARROWER,Javier,1642756738661,4089769,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Condition,MAPS_TO,,<auto>,1642599809980,
4489X,"Diseases of capillaries, Other and unspecified capillary diseases[MORBI CAPILLORUM ALIA DEFINITA SEU NUD]",0,321876,parent_match,MORBI CAPILLORUM ALIA DEFINITA SEU NUD,2000403819,Condition,5-char ICD9fi,1970-01-01,2099-12-31,448,,,0.38,APPROVED,NARROWER,Javier,1642756738661,36532193,"Papillary adenocarcinoma, NOS, of skin of other and unspecified parts of face",Condition,MAPS_TO,,<auto>,1642599810367,
591,Hydronephrosis,0,433811,full_match,HYDRONEPHROSIS,2000404651,Condition,3-char ICD9fi,1970-01-01,2099-12-31,590-599,,,1.00,APPROVED,EQUAL,Javier,1642756146926,433811,Hydronephrosis,Condition,MAPS_TO,,<auto>,1642599810511,
2963F,"Affective psychoses, Major depressive disorder, recurrent episode[PSYCH.BIPOLARIS DEPRESSIVA,LÄHES OIREETON,OSIT REMI]",0,4282316,parent_match,"PSYCH.BIPOLARIS DEPRESSIVA,LÄHES OIREETON,OSIT REMI",2000402804,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.42,APPROVED,NARROWER,Javier,1642756738661,434911,"Recurrent major depressive episodes, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599811565,
5910A,Hydronephrosis[HYDRONEPHROSIS],216,433811,grandparent_match,HYDRONEPHROSIS,2000404652,Condition,5-char ICD9fi,1970-01-01,2099-12-31,591,,,0.63,APPROVED,NARROWER,Javier,1642756721361,433811,Hydronephrosis,Condition,MAPS_TO,,<auto>,1642599811578,
7182C,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, RANNE]",0,77356,parent_match,"DISLOCATIO SPONTANEA, RANNE",2000405860,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.56,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599811596,
7048B,"Diseases of hair and hair follicles, Other specified diseases of hair and hair follicles[FOLLICULITIS SEBORRHOICA]",0,135033,parent_match,FOLLICULITIS SEBORRHOICA,2000405620,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.37,APPROVED,NARROWER,Javier,1642756738661,36528958,"Follicular lymphoma, NOS, of other specified parts of pancreas",Condition,MAPS_TO,,<auto>,1642599811616,
451,Phlebitis and thrombophlebitis,0,318174,full_match,"PHLEBITIS, THROMBOPHLEBITIS ET TROMBOSIS PHLEBARUM",2000403820,Condition,3-char ICD9fi,1970-01-01,2099-12-31,451-459,,,1.00,INVALID_TARGET,EQUAL,Javier,1642756146926,0,Unmapped,,MAPS_TO,Invalid existing target: 313219,,0,
0368A,"Meningococcal infection, Other specified meningococcal infections[ARTHRITIS MENINGOCOCCICA]",0,436621,parent_match,ARTHRITIS MENINGOCOCCICA,2000400427,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.52,APPROVED,NARROWER,Javier,1642756738661,436621,Meningococcal infectious disease,Condition,MAPS_TO,,<auto>,1642599811933,
9161A,"Superficial injury of hip, thigh, leg and ankle, Abrasion or friction burn, infected",0,4055870,unique_parent_match,ABRASIO INFECTIOSA ALARAAJAN,2000408052,Condition,5-char ICD9fi,1970-01-01,2099-12-31,916,,,0.53,APPROVED,EQUIVALENT,Javier,1642756805650,443858,Superficial injury of ankle with infection,Condition,MAPS_TO,,<auto>,1642599812571,
5911A,Hydronephrosis[HYDROURETERONEPHROSIS],24,433811,grandparent_match,HYDROURETERONEPHROSIS,2000404653,Condition,5-char ICD9fi,1970-01-01,2099-12-31,591,,,0.71,APPROVED,NARROWER,Javier,1642756721361,4220484,Hydroureteronephrosis,Condition,MAPS_TO,,<auto>,1642599812845,
592,Calculus of kidney and ureter,0,4148260,full_match,CALCULI RENIS ET URETERUM,2000404654,Condition,3-char ICD9fi,1970-01-01,2099-12-31,590-599,,,1.00,APPROVED,EQUAL,Javier,1642756146926,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599814386,
4510A,"Phlebitis and thrombophlebitis, Of superficial vessels of lower extremities",60,438452,unique_parent_match,PHLEBITIS/THROMBOPHLEB. SUPERFICIALIS EXTREM. INFER,2000403821,Condition,5-char ICD9fi,1970-01-01,2099-12-31,451,,,0.80,APPROVED,EQUIVALENT,Javier,1642756805650,444055,Thrombophlebitis of superficial veins of lower extremity,Condition,MAPS_TO,,<auto>,1642599815025,
7182D,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, KÄSI]",0,77356,parent_match,"DISLOCATIO SPONTANEA, KÄSI",2000405861,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.49,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599815086,
0368X,"Meningococcal infection, Other specified meningococcal infections[INFECTIO MENINGOCOCCICA ALIA]",0,436621,parent_match,INFECTIO MENINGOCOCCICA ALIA,2000400428,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.52,APPROVED,NARROWER,Javier,1642756738661,436621,Meningococcal infectious disease,Condition,MAPS_TO,,<auto>,1642599815137,
1706X,"Malignant neoplasm of bone and articular cartilage, Pelvic bones, sacrum and coccyx[LANTION LUIDEN SYÖPÄ,EI HIST VAHV]",0,72566,parent_match,"LANTION LUIDEN SYÖPÄ,EI HIST VAHV",2000401360,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.55,APPROVED,NARROWER,Javier,1642756738661,4089769,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Condition,MAPS_TO,,<auto>,1642599815430,
2963G,"Affective psychoses, Major depressive disorder, recurrent episode[PSYCHOSIS BIPOLARIS DEPRESSIVA,OIREETON (REMISSIO)]",0,4282316,parent_match,"PSYCHOSIS BIPOLARIS DEPRESSIVA,OIREETON (REMISSIO)",2000402805,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.50,APPROVED,NARROWER,Javier,1642756738661,44813499,"Recurrent major depressive episodes, in remission",Condition,MAPS_TO,,<auto>,1642599815988,
7048X,"Diseases of hair and hair follicles, Other specified diseases of hair and hair follicles[MORBI PILORUM ET FOLLICULORUM ALIA DEFINITA]",0,135033,parent_match,MORBI PILORUM ET FOLLICULORUM ALIA DEFINITA,2000405621,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.36,APPROVED,NARROWER,Javier,1642756738661,36528958,"Follicular lymphoma, NOS, of other specified parts of pancreas",Condition,MAPS_TO,,<auto>,1642599816331,
5920A,"Calculus of kidney and ureter, Calculus of kidney",285,201620,unique_parent_match,NEPHROLITHIASIS,2000404655,Condition,5-char ICD9fi,1970-01-01,2099-12-31,592,,,0.92,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599816659,
0369X,"Meningococcal infection, unspecified",0,436621,unique_parent_match,INFECTIO MENINGOCOCCICA,2000400429,Condition,5-char ICD9fi,1970-01-01,2099-12-31,036,,,0.70,APPROVED,EQUIVALENT,Javier,1642756805650,436621,Meningococcal infectious disease,Condition,MAPS_TO,,<auto>,1642599816892,
037,Tetanus,0,435740,full_match,TETANUS,2000400430,Condition,3-char ICD9fi,1970-01-01,2099-12-31,030-041,,,1.00,APPROVED,EQUAL,Javier,1642756146926,435740,Tetanus,Condition,MAPS_TO,,<auto>,1642599817349,
0370A,Tetanus[TETANUS],0,435740,grandparent_match,TETANUS,2000400431,Condition,5-char ICD9fi,1970-01-01,2099-12-31,037,,,0.49,APPROVED,NARROWER,Javier,1642756721361,435740,Tetanus,Condition,MAPS_TO,,<auto>,1642599817785,
038,Septicaemia,0,132797,full_match,SEPTICHAEMIA,2000400432,Condition,3-char ICD9fi,1970-01-01,2099-12-31,030-041,,,0.82,APPROVED,EQUAL,Javier,1642756146926,4000938,Bacterial sepsis,Condition,MAPS_TO,,<auto>,1642599818452,
5921A,"Calculus of kidney and ureter, Calculus of ureter",994,201916,unique_parent_match,URETEROLITHIASIS,2000404656,Condition,5-char ICD9fi,1970-01-01,2099-12-31,592,,,0.90,APPROVED,EQUIVALENT,Javier,1642756805650,4148260,Calculus of kidney and ureter,Condition,MAPS_TO,,<auto>,1642599818820,
7049X,"Diseases of hair and hair follicles, Unspecified disease of hair and hair follicles",0,135033,unique_parent_match,MORBI PILORUM ET FOLLICULORUM NUD,2000405622,Condition,5-char ICD9fi,1970-01-01,2099-12-31,704,,,0.44,APPROVED,EQUIVALENT,Javier,1642756805650,44505541,Bowen disease of skin of other and unspecified parts of face,Condition,MAPS_TO,,<auto>,1642599818858,
7182E,"Other derangement of joint, Pathological dislocation[DISLOCATIO SPONTANEA, LONKKANIVEL]",0,77356,parent_match,"DISLOCATIO SPONTANEA, LONKKANIVEL",2000405862,Condition,5-char ICD9fi,1970-01-01,2099-12-31,718,,,0.50,APPROVED,NARROWER,Javier,1642756738661,77356,Pathological dislocation of joint,Condition,MAPS_TO,,<auto>,1642599819043,
2964A,"Affective psychoses, Bipolar affective disorder, manic[PSYCHOSIS BIPOLARIS CIRCULARIS,NUD]",20,440078,parent_match,"PSYCHOSIS BIPOLARIS CIRCULARIS,NUD",2000402806,Condition,5-char ICD9fi,1970-01-01,2099-12-31,296,,,0.54,APPROVED,NARROWER,Javier,1642756738661,439256,"Bipolar affective disorder, currently manic, severe, with psychosis",Condition,MAPS_TO,,<auto>,1642599819478,
0380A,"Septicaemia, Streptococcal septicaemia[SEPTICHAEMIA STREPTOCOCCUC BETAHAEMOLYTICUS]",22,40489908,parent_match,SEPTICHAEMIA STREPTOCOCCUC BETAHAEMOLYTICUS,2000400433,Condition,5-char ICD9fi,1970-01-01,2099-12-31,038,,,0.43,APPROVED,NARROWER,Javier,1642756738661,4176270,Gonococcemia,Condition,MAPS_TO,,<auto>,1642599820615,
1707A,"Malignant neoplasm of bone and articular cartilage, Long bones of lower limb[ALARAAJAN PITKIEN LUIDEN SYÖPÄ,OSTEOSARCOMA]",43,436640,parent_match,"ALARAAJAN PITKIEN LUIDEN SYÖPÄ,OSTEOSARCOMA",2000401361,Condition,5-char ICD9fi,1970-01-01,2099-12-31,170,,,0.47,APPROVED,NARROWER,Javier,1642756738661,35607522,Malignant neoplasm of bone and articular cartilage of limb,Condition,MAPS_TO,,<auto>,1642599820626,
705,Disorders of sweat glands,0,441655,full_match,HIKIRAUHASSAIRAUDET,2000405623,Condition,3-char ICD9fi,1970-01-01,2099-12-31,700-709,,,0.91,APPROVED,EQUAL,Javier,1642756146926,441655,Disorder of sweat gland,Condition,MAPS_TO,,<auto>,1642599820747,
9162A,"Superficial injury of hip, thigh, leg and ankle, Blister without mention of infection",0,4055870,unique_parent_match,VESICULAE NONINFECTIOSAE ALARAAJAN,2000408053,Condition,5-char ICD9fi,1970-01-01,2099-12-31,916,,,0.64,APPROVED,EQUIVALENT,Javier,1642756805650,442328,Superficial injury of ankle without infection,Condition,MAPS_TO,,<auto>,1642599820839,
