SOURCE	Location	Original_variable_name_fi	Original_variable_name_en	Code	name_fi	name_en	valid_start_date	valid_end_date
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24551'	N‰yttelij‰t	Actors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24552'	Teatteri- ja elokuvaohjaajat	Stage and film directors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'246'	Papit ym. uskonnollisen el‰m‰n erityisasiantuntijat	Parish clergy and other religious professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2460'	Papit ym. uskonnollisen el‰m‰n erityisasiantuntijat	Parish clergy and other religious professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'247'	Julkisen alan erityisasiantuntijat	Public service administrative professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2470'	Julkisen alan erityisasiantuntijat	Public service administrative professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24701'	Valtionhallinnon erityisasiantuntijat	Central government professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24702'	Kunnallishallinnon erityisasiantuntijat	Local government professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3'	Asiantuntijat	Technicians and associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31'	Luonnontieteen ja tekniikan asiantuntijat	Physical and engineering science associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'311'	Fysiikan, kemian ja teknisten alojen asiantuntijat	Physical, chemical and engineering science technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3111'	Luonnontieteen tekniset asiantuntijat	Chemical and physical science technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3112'	Rakennusalan ja yhdyskuntarakentamisen asiantuntijat	Civil engineering technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31121'	Talonrakennusalan asiantuntijat	Building construction technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31122'	Maank‰ytˆn ja yhdyskuntarakentamisen asiantuntijat	Land use and civil engineering technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31123'	Kartoituksen ja maanmittauksen asiantuntijat	Cartographic and surveying technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3113'	S‰hkˆtekniikan asiantuntijat	Electrical engineering technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3114'	Elektroniikan ja informaatiotekniikan asiantuntijat	Electronics and telecommunications technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3115'	Konetekniikan asiantuntijat	Mechanical engineering technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3116'	Puunjalostuksen ja kemian prosessitekniikan asiantuntijat	Wood processing and chemical engineering technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3117'	Vuoriteollisuuden prosessitekniikan asiantuntijat	Mining and metallurgical technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3118'	Tekniset piirt‰j‰t	Draughtspersons	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3119'	Mekaanisen mets‰teollisuuden ym. tekniikan asiantuntijat	Physical and engineering science technicians not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31191'	Mekaanisen mets‰teollisuuden tekniikan asiantuntijat	Mechanical forest industry technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31192'	Graafisen tekniikan asiantuntijat	Printing technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31193'	Tekstiili- ja vaatetusalan tekniikan asiantuntijat	Textile and clothing technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31199'	Muut teknisten alojen asiantuntijat	Other physical and engineering science technicians not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'312'	Tietotekniikan tukihenkilˆt, operaattorit ym.	Computer associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3120'	Tietotekniikan tukihenkilˆt, operaattorit ym.	Computer assistants, computer equipment operators and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'313'	Optisten ja elektronisten laitteiden k‰ytt‰j‰t	Optical and electronic equipment operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3131'	Kuvaajat, kuvanauhoittajat ja ‰‰nitt‰j‰t	Photographers and image and sound recording equipment operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3132'	Radio- ja tv-tarkkailijat	Broadcasting and telecommunications equipment operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3139'	Muut optisten ja elektronisten laitteiden k‰ytt‰j‰t	Optical and electronic equipment operators not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'314'	Meri-, lento- ja satamaliiikenteen p‰‰llikˆt ja ohjaajat	Ship, aircraft and harbour traffic controllers and technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3141'	Alusten konep‰‰llikˆt ja konemestarit	Ships&#39; engineers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3142'	Per‰miehet ja pienten alusten p‰‰llikˆt	Pilots and small ships&#39; officers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3143'	Lentokapteenit ja -per‰miehet	Aircraft pilots and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3144'	Lento- ja satamaliikenteen ohjaajat	Air and harbour traffic controllers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31441'	Lennonjohtajat ym.	Air traffic controllers and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31442'	Satamaliikenteen ohjaajat	Harbour traffic controllers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3145'	Lentoturvallisuusteknikot ym.	Air traffic safety technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'315'	Turvallisuuden ja laadun tarkastajat	Safety and quality inspectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3151'	Rakennus- ja palotarkastajat	Building and fire inspectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3152'	Tyˆsuojelu- ja tuoteturvallisuuden tarkastajat	Safety, health and quality inspectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31521'	Tyˆsuojelutarkastajat	Occupational safety inspectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'31522'	Katsastajat, tuoteturvallisuuden ja laadun tarkastajat	Inspectors, product safety and quality inspectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32'	Maa- ja mets‰taloustieteiden ja terveydenhuollon asiantuntijat	Life science and health associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'321'	Maa- ja mets‰taloustieteiden asiantuntijat	Life science technicians and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3211'	Laborantit ym.	Life science technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3212'	Agrologit ja mets‰talousteknikot	Agronomy and forestry technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32121'	Agrologit	Agrologists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32122'	Mets‰talousteknikot	Forestry technicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3213'	Maatalous-, puutarha- ja kalastusalan neuvojat	Farming, horticulture and fishery advisers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'322'	Terveydenhuollon asiantuntijat (lukuun ottamatta sairaanhoitoa)	Health associate professionals (except nursing)	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3222'	Terveystarkastajat ja ymp‰ristˆnsuojelutyˆntekij‰t	Hygienists, health and environmental officers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32221'	Terveystarkastajat	Health officers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32222'	Ymp‰ristˆnsuojelutyˆntekij‰t	Environmental officers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3223'	Ravitsemusalan asiantuntijat	Dieticians and nutritionists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3224'	Optikot	Optometrists and opticians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3225'	Hammashuoltajat	Dental hygienists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3226'	Fysioterapeutit, toimintaterapeutit ym.	Physiotherapists and occupational therapists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32261'	Fysioterapeutit	Physiotherapists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32262'	Toimintaterapeutit	Occupational therapists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32269'	Muut terapeutit	Other therapists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3227'	Seminologit ym.	Veterinary assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3228'	Farmaseutit	Pharmacists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3229'	Luontaisparantajat	Nature healers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'323'	Sairaanhoitajat, k‰tilˆt ym.	Nursing and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3231'	Sairaanhoitajat ym.	Nursing and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32311'	Sairaanhoitajat	Nurses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32312'	Terveydenhoitajat	Public health nurses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32313'	Rˆntgenhoitajat	Radiographers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32314'	Laboratoriohoitajat	Medical laboratory technologists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'32315'	Kuulontutkijat	Hearing testers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3232'	K‰tilˆt	Midwives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'33'	Liikenneopettajat ym.	Traffic instructors and other teaching associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'334'	Liikenneopettajat ym.	Traffic instructors and other teaching associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3340'	Liikenneopettajat, kampaamo- ja kosmetologikoulujen opettajat ym.	Traffic instructors, hairdresser, beautician and related teaching associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34'	Liikealan ja muiden palvelualojen asiantuntijat	Other associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'341'	Myynnin ja rahoituksen asiantuntijat	Finance and sales associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3411'	Arvopaperi- ja valuuttakauppiaat	Securities and finance dealers and brokers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3412'	Vakuutusalan asiamiehet	Insurance representatives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3413'	Kiinteistˆnv‰litt‰j‰t ja is‰nnˆitsij‰t	Estate agents and property managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34131'	Kiinteistˆnv‰litt‰j‰t	Estate agents	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34132'	Is‰nnˆitsij‰t	Property managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3414'	Matkailuasiamiehet ja matkanj‰rjest‰j‰t	Travel consultants and organisers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3415'	Myyntineuvottelijat, -edustajat ja -sihteerit	Technical and commercial sales representatives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34151'	Myyntineuvottelijat ja myyntiedustajat	Sales consultants and sales representatives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34152'	Myynti- ja vientisihteerit	Sales and exports secretaries	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34153'	Tukkumyyj‰t	Wholesale dealers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3416'	Ostajat	Buyers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3417'	Vahinkotarkastajat ja huutokaupanpit‰j‰t	Appraisers, valuers and auctioneers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3419'	Myynnin ja rahoituksen esimiehet	Finance and sales associate professionals not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34191'	Pankkien ja postien esimiehet	Superiors at banks and post offices	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34192'	Myym‰l‰nhoitajat ja pienkauppiaat	Shop managers and small shopkeepers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34193'	Huoltoasemanhoitajat	Service station managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34194'	Toimistonhoitajat	Office managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'342'	Liike-el‰m‰n palvelujen v‰litt‰j‰t	Business services agents and trade brokers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3421'	Kauppa-agentit	Trade brokers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3422'	Huolitsijat ja tullaajat	Clearing and forwarding agents	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3423'	Tyˆnv‰litt‰j‰t	Employment agents and labour contractors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3429'	Muut liike-el‰m‰n palvelujen v‰litt‰j‰t	Business services agents and trade brokers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'343'	Hallinnolliset toimihenkilˆt	Administrative associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3431'	Johdon sihteerit, osastosihteerit ym.	Administrative secretaries and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3432'	Oikeudenk‰yntiasiamiehet ja ulosottomiehet	Legal and related business associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3433'	Kirjanpit‰j‰t ym.	Bookkeepers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3434'	Tilastonlaatijat, haastattelijat ym.	Statistical, mathematical and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'344'	Tullivirkamiehet, raja- ja merivartijat, verovalmistelijat ym.	Customs inspectors, frontier and coast guards, government tax officials and related associate professional	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3441'	Tullivirkamiehet ja raja- ja merivartijat	Customs inspectors, frontier guards and coast guards	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34411'	Tullivirkamiehet	Customs inspectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34412'	Raja- ja merivartijat	Frontier and coast guards	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3442'	Verovalmistelijat ja -tarkastajat	Government tax and excise officials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3443'	Sosiaaliturvatoimihenkilˆt	Government social benefits officials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'345'	Komisariot ja ylikonstaapelit	Police inspectors and detectives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3450'	Komisariot ja ylikonstaapelit	Police inspectors and detectives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'346'	Sosiaalialan ohjaajat ym.	Social instructors and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3460'	Sosiaalialan ohjaajat ym.	Social instructors and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34601'	Sosiaalialan ohjaajat ja kasvattajat	Social work instructors and educators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34602'	Nuoriso-ohjaajat	Youth leaders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34603'	Tyˆn- ja askartelunohjaajat	Work and craft leaders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'347'	Taidealan asiantuntijat, viihdetaiteilijat, urheilijat ym.	Artistic, entertainment and sports associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3471'	Taidealan asiantuntijat, kuvaussihteerit ym.	Artistic and crafts and design associate professionals and producer&#39;s assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34711'	Taide- ja taideteollisen alan asiantuntijat	Artistic and crafts and design associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34712'	Kuvaussihteerit ym.	Producer&#39;s assistants and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3472'	Juontajat, kuuluttajat ym.	Radio, television and other announcers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3473'	Viihdemuusikot, laulajat, tanssijat ym.	Night-club and related musicians, singers and dancers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3474'	Klovnit, taikurit, akrobaatit ym.	Clowns, magicians, acrobats and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3475'	Urheilijat, urheiluvalmentajat, liikunnanohjaajat ym.	Athletes, sportspersons, coaches, physical exercise instructors and related associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34751'	Urheilijat ja urheiluvalmentajat	Athletes, sportspersons and coaches	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34752'	Urheilu- ja liikunnanohjaajat	Physical exercise and sports instructors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'348'	Seurakuntatyˆntekij‰t	Religious associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'3480'	Diakonit ja seurakuntatyˆntekij‰t	Deacons, deaconesses and religious associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34801'	Diakonit ja diakonissat	Deacons and deaconesses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'34809'	Muut seurakuntatyˆntekij‰t	Other religious associate professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4'	Toimisto- ja asiakaspalvelutyˆntekij‰t	Clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'41'	Toimistotyˆntekij‰t	Office clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'411'	Sihteerit, tekstink‰sittelij‰t ym.	Secretaries and keyboard-operating clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4112'	Tekstink‰sittelij‰t	Word-processor and related operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4113'	Tallentajat	Data entry operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4114'	Laskuttajat	Calculating-machine operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4115'	Sihteerit	Secretaries	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'412'	Palkanlaskijat, vakuutusk‰sittelij‰t ym.	Payroll accounting and insurance clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4121'	Palkanlaskijat, kassanhoitajat ym.	Payroll accounting and book-keeping clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4122'	Vakuutusalan konttoritoimihenkilˆt	Insurance clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'413'	Kuljetuksen ja varastoinnin toimistotyˆntekij‰t	Material-recording and transport clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4131'	Varastonhoitajat ym.	Stock clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4133'	Raideliikenteen ohjaajat ja muut kuljetuksen toimistotyˆntekij‰t	Rail traffic controllers and other transport clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'41331'	Raideliikenteen ohjaajat	Rail traffic controllers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'41339'	Muut kuljetuksen ja huolinnan toimistotyˆntekij‰t	Other transport clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'414'	Kirjastojen, postitoimistojen ym. tyˆntekij‰t	Library, mail and related clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4141'	Kirjasto-, arkisto- ja museotyˆntekij‰t	Library and filing clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4142'	Postink‰sittelij‰t ja toimistovahtimestarit	Mail carriers, sorting clerks and porters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'41421'	Postinkantajat ja -lajittelijat	Mail carriers and sorting clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'41422'	Toimistovahtimestarit	Porters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'419'	Muut toimistotyˆntekij‰t	Other office clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4190'	Muut toimistotyˆntekij‰t	Other office clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'42'	Asiakaspalvelutyˆntekij‰t	Customer services clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'421'	Rahaliikenteen asiakaspalvelutyˆntekij‰t	Cashiers, tellers and related clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4211'	Lipunmyyj‰t	Cashiers and ticket clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4212'	Posti- ja pankkitoimihenkilˆt	Tellers and other counter clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4213'	Bingo- ja kasinopelien hoitajat ym.	Croupiers and related clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4214'	Panttilainaajat	Pawnbrokers and money-lenders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4215'	Maksujenperij‰t	Debt-collectors and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'422'	Muut asiakaspalvelutyˆntekij‰t	Client information clerks	NA	NA
