sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:obsolete_conceptId
ANAEROBIKASVUA,ANAEROBIKASVUA,-1,,2001200548,ANAEROBIKASVUA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4241214,Anaerobic bacteria,Observation,MAPS_TO,,TYKS,0,,
PSEUDOM.MENDOCINA,PSEUDOM.MENDOCINA,-1,,2001200549,PSEUDOM.MENDOCINA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4241850,Pseudomonas mendocina,Observation,MAPS_TO,,TYKS,0,,
ENTAMOEBA-LAJI,ENTAMOEBA-LAJI,-1,,2001200550,ENTAMOEBA-LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4242550,Entamoeba,Observation,MAPS_TO,,TYKS,0,,
ENTAMOEBA NANA,ENTAMOEBA NANA,-1,,2001200551,ENTAMOEBA NANA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4242550,Entamoeba,Observation,MAPS_TO,,TYKS,0,,
CHAETOMIUM GLOBOSUM,CHAETOMIUM GLOBOSUM,-1,,2001200552,CHAETOMIUM GLOBOSUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4243142,Chaetomium globosum,Observation,MAPS_TO,,TYKS,0,,
METHYLOBACTERIUM SPP,METHYLOBACTERIUM SPP,-1,,2001200553,METHYLOBACTERIUM SPP,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4243173,Methylobacterium,Observation,MAPS_TO,,TYKS,0,,
ENTEROCOC.MUNDTII,ENTEROCOC.MUNDTII,-1,,2001200554,ENTEROCOC.MUNDTII,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4243787,Enterococcus mundtii,Observation,MAPS_TO,,TYKS,0,,
ASPERG. NIDULANS,ASPERG. NIDULANS,-1,,2001200555,ASPERG. NIDULANS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4243975,Aspergillus nidulans,Observation,MAPS_TO,,TYKS,0,,
NEISSERIA -LAJI,NEISSERIA -LAJI,-1,,2001200556,NEISSERIA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4244123,Neisseria,Observation,MAPS_TO,,TYKS,0,,
NEISSERIA APATOG.,NEISSERIA APATOG.,-1,,2001200557,NEISSERIA APATOG.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4244123,Neisseria,Observation,MAPS_TO,,TYKS,0,,
SALMON. VIRCHOW,SALMON. VIRCHOW,-1,,2001200558,SALMON. VIRCHOW,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4244281,Salmonella Virchow,Observation,MAPS_TO,,TYKS,0,,
CLOSTR.DIFFICILE,CLOSTR.DIFFICILE,-1,,2001200559,CLOSTR.DIFFICILE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4244400,Clostridioides difficile,Observation,MAPS_TO,,TYKS,0,,
AEROMONAS VERONII,AEROMONAS VERONII,-1,,2001200560,AEROMONAS VERONII,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4244665,Aeromonas veronii,Observation,MAPS_TO,,TYKS,0,,
BACTEROID.UNIFORMIS,BACTEROID.UNIFORMIS,-1,,2001200561,BACTEROID.UNIFORMIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4245757,Bacteroides uniformis,Observation,MAPS_TO,,TYKS,0,,
NOCARDIA -LAJI,NOCARDIA -LAJI,-1,,2001200562,NOCARDIA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4245771,Nocardia,Observation,MAPS_TO,,TYKS,0,,
STREP.ALFAHAEMOLYTIC,STREP.ALFAHAEMOLYTIC,-1,,2001200563,STREP.ALFAHAEMOLYTIC,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4246064,Alpha-hemolytic streptococcus,Observation,MAPS_TO,,TYKS,0,,
EGGERTH.CATENAFORMIS,EGGERTH.CATENAFORMIS,-1,,2001200564,EGGERTH.CATENAFORMIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4246329,Eggerthia catenaformis,Observation,MAPS_TO,,TYKS,0,,
STREP.DYSGALACTIAE,STREP.DYSGALACTIAE,-1,,2001200565,STREP.DYSGALACTIAE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4246822,Streptococcus dysgalactiae,Observation,MAPS_TO,,TYKS,0,,
CANDIDA PARAPSILOSIS,CANDIDA PARAPSILOSIS,-1,,2001200566,CANDIDA PARAPSILOSIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4247544,Candida parapsilosis,Observation,MAPS_TO,,TYKS,0,,
SALMON. ENTERITIDIS,SALMON. ENTERITIDIS,-1,,2001200567,SALMON. ENTERITIDIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4249155,Salmonella Enteritidis,Observation,MAPS_TO,,TYKS,0,,
CRYPTOC. ALBIDUS,CRYPTOC. ALBIDUS,-1,,2001200568,CRYPTOC. ALBIDUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4250183,Naganishia albida,Observation,MAPS_TO,,TYKS,0,,
CARDIOBACTER.HOMINIS,CARDIOBACTER.HOMINIS,-1,,2001200569,CARDIOBACTER.HOMINIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4250493,Cardiobacterium hominis,Observation,MAPS_TO,,TYKS,0,,
HYMENOLEPIS NANA,HYMENOLEPIS NANA,-1,,2001200570,HYMENOLEPIS NANA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4251061,Hymenolepis nana,Observation,MAPS_TO,,TYKS,0,,
PICORNAVIRUS,PICORNAVIRUS,-1,,2001200571,PICORNAVIRUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4251423,Family Picornaviridae,Observation,MAPS_TO,,TYKS,0,,
POLYOMA,POLYOMA,-1,,2001200572,POLYOMA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4251450,Genus Polyomavirus,Observation,MAPS_TO,,TYKS,0,,
ENTEROCOC.HIRAE,ENTEROCOC.HIRAE,-1,,2001200573,ENTEROCOC.HIRAE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4251482,Enterococcus hirae,Observation,MAPS_TO,,TYKS,0,,
EDWARDSIELLA TARDA,EDWARDSIELLA TARDA,-1,,2001200574,EDWARDSIELLA TARDA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4252896,Edwardsiella tarda,Observation,MAPS_TO,,TYKS,0,,
BACILLUS LICHENIFOR.,BACILLUS LICHENIFOR.,-1,,2001200575,BACILLUS LICHENIFOR.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4254684,Bacillus licheniformis,Observation,MAPS_TO,,TYKS,0,,
DIETZIA SPP,DIETZIA SPP,-1,,2001200576,DIETZIA SPP,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4257652,Dietzia,Observation,MAPS_TO,,TYKS,0,,
SAUVABAKTEERI,SAUVABAKTEERI,-1,,2001200577,SAUVABAKTEERI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4259140,Bacillus,Observation,MAPS_TO,,TYKS,0,,
BACILLUS -LAJI,BACILLUS -LAJI,-1,,2001200578,BACILLUS -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4259140,Bacillus,Observation,MAPS_TO,,TYKS,0,,
ROTHIA DENTOCARIOSA,ROTHIA DENTOCARIOSA,-1,,2001200579,ROTHIA DENTOCARIOSA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4261653,Rothia dentocariosa,Observation,MAPS_TO,,TYKS,0,,
PSEUDOM.ALCALIGENES,PSEUDOM.ALCALIGENES,-1,,2001200580,PSEUDOM.ALCALIGENES,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4262393,Pseudomonas alcaligenes,Observation,MAPS_TO,,TYKS,0,,
MORAXELLA NONLIQUEFA,MORAXELLA NONLIQUEFA,-1,,2001200581,MORAXELLA NONLIQUEFA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4262681,Moraxella nonliquefaciens,Observation,MAPS_TO,,TYKS,0,,
ENTEROCOC.DURANS,ENTEROCOC.DURANS,-1,,2001200582,ENTEROCOC.DURANS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4263064,Enterococcus durans,Observation,MAPS_TO,,TYKS,0,,
BREVIBACTERIUM -LAJI,BREVIBACTERIUM -LAJI,-1,,2001200583,BREVIBACTERIUM -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4263119,Brevibacterium,Observation,MAPS_TO,,TYKS,0,,
SALMON. ORANIENBURG,SALMON. ORANIENBURG,-1,,2001200584,SALMON. ORANIENBURG,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4263217,Salmonella Oranienburg,Observation,MAPS_TO,,TYKS,0,,
MICROCOCCUS LYLAE,MICROCOCCUS LYLAE,-1,,2001200585,MICROCOCCUS LYLAE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4263425,Micrococcus lylae,Observation,MAPS_TO,,TYKS,0,,
ARCANOBACT.HAEMOLYT.,ARCANOBACT.HAEMOLYT.,-1,,2001200586,ARCANOBACT.HAEMOLYT.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4264344,Arcanobacterium haemolyticum,Observation,MAPS_TO,,TYKS,0,,
STAPH.HOMINIS,STAPH.HOMINIS,-1,,2001200587,STAPH.HOMINIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4264368,Staphylococcus hominis,Observation,MAPS_TO,,TYKS,0,,
LACTOCOCCUS LACTIS,LACTOCOCCUS LACTIS,-1,,2001200588,LACTOCOCCUS LACTIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4265181,Lactococcus lactis,Observation,MAPS_TO,,TYKS,0,,
SALMON. DUBLIN,SALMON. DUBLIN,-1,,2001200589,SALMON. DUBLIN,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4265199,Salmonella Dublin,Observation,MAPS_TO,,TYKS,0,,
KLUYVERA -LAJI,KLUYVERA -LAJI,-1,,2001200590,KLUYVERA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4266088,Kluyvera,Observation,MAPS_TO,,TYKS,0,,
TRICHOSPORON -LAJI,TRICHOSPORON -LAJI,-1,,2001200591,TRICHOSPORON -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4266502,Trichosporon,Observation,MAPS_TO,,TYKS,0,,
KLEBSIELLA AEROGENES,KLEBSIELLA AEROGENES,-1,,2001200592,KLEBSIELLA AEROGENES,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4267438,Klebsiella aerogenes,Observation,MAPS_TO,,TYKS,0,,
FUSARIUM DIMERUM,FUSARIUM DIMERUM,-1,,2001200593,FUSARIUM DIMERUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4267444,Bisifusarium dimerum,Observation,MAPS_TO,,TYKS,0,,
STREP.INTERMEDIUS,STREP.INTERMEDIUS,-1,,2001200594,STREP.INTERMEDIUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4268740,Streptococcus intermedius,Observation,MAPS_TO,,TYKS,0,,
MYCOBACT. PULVERIS,MYCOBACT. PULVERIS,-1,,2001200595,MYCOBACT. PULVERIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4269068,Mycobacterium pulveris,Observation,MAPS_TO,,TYKS,0,,
MICROSPORUM PERSICOL,MICROSPORUM PERSICOL,-1,,2001200596,MICROSPORUM PERSICOL,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4269376,Trichophyton persicolor,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT.JEIKEIUM,CORYNEBACT.JEIKEIUM,-1,,2001200597,CORYNEBACT.JEIKEIUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4269491,Corynebacterium jeikeium,Observation,MAPS_TO,,TYKS,0,,
STAPH.WARNERI,STAPH.WARNERI,-1,,2001200598,STAPH.WARNERI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4270057,Staphylococcus warneri,Observation,MAPS_TO,,TYKS,0,,
BREVIBACT.CASEI,BREVIBACT.CASEI,-1,,2001200599,BREVIBACT.CASEI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4273862,Brevibacterium casei,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT.STRIATUM,CORYNEBACT.STRIATUM,-1,,2001200600,CORYNEBACT.STRIATUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4274350,Corynebacterium striatum,Observation,MAPS_TO,,TYKS,0,,
ACREMONIUM -LAJI,ACREMONIUM -LAJI,-1,,2001200601,ACREMONIUM -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4274504,Acremonium,Observation,MAPS_TO,,TYKS,0,,
ESCHERICHIA -LAJI,ESCHERICHIA -LAJI,-1,,2001200602,ESCHERICHIA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4277441,Escherichia,Observation,MAPS_TO,,TYKS,0,,
BACILLUS THURINGIEN,BACILLUS THURINGIEN,-1,,2001200603,BACILLUS THURINGIEN,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4277574,Bacillus thuringiensis,Observation,MAPS_TO,,TYKS,0,,
ULOCLADIUM -LAJI,ULOCLADIUM -LAJI,-1,,2001200604,ULOCLADIUM -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4278529,Ulocladium,Observation,MAPS_TO,,TYKS,0,,
STAFYLOKOKKI,STAFYLOKOKKI,-1,,2001200605,STAFYLOKOKKI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4278981,Staphylococcus,Observation,MAPS_TO,,TYKS,0,,
STAFYLOK.;EI SAPROF.,STAFYLOK.;EI SAPROF.,-1,,2001200606,STAFYLOK.;EI SAPROF.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4278981,Staphylococcus,Observation,MAPS_TO,,TYKS,0,,
STAF;EI AUR/EPID/SAP,STAF;EI AUR/EPID/SAP,-1,,2001200607,STAF;EI AUR/EPID/SAP,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4278981,Staphylococcus,Observation,MAPS_TO,,TYKS,0,,
"STAPH;EI AUR,EI EPID","STAPH;EI AUR,EI EPID",-1,,2001200608,"STAPH;EI AUR,EI EPID",MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4278981,Staphylococcus,Observation,MAPS_TO,,TYKS,0,,
MYCOBACT. SZULGAI,MYCOBACT. SZULGAI,-1,,2001200609,MYCOBACT. SZULGAI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4279756,Mycobacterium szulgai,Observation,MAPS_TO,,TYKS,0,,
CLOSTR.SPHENOIDES,CLOSTR.SPHENOIDES,-1,,2001200610,CLOSTR.SPHENOIDES,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4279927,Clostridium sphenoides,Observation,MAPS_TO,,TYKS,0,,
LACTOBACILLUS JENSEN,LACTOBACILLUS JENSEN,-1,,2001200611,LACTOBACILLUS JENSEN,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4280810,Lactobacillus jensenii,Observation,MAPS_TO,,TYKS,0,,
STAPH.COHNII,STAPH.COHNII,-1,,2001200612,STAPH.COHNII,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4281089,Staphylococcus cohnii,Observation,MAPS_TO,,TYKS,0,,
PSEUDOM.PUTIDA,PSEUDOM.PUTIDA,-1,,2001200613,PSEUDOM.PUTIDA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4285455,Pseudomonas putida,Observation,MAPS_TO,,TYKS,0,,
TRICHOPHYTON VIOLAC.,TRICHOPHYTON VIOLAC.,-1,,2001200614,TRICHOPHYTON VIOLAC.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4285864,Trichophyton violaceum,Observation,MAPS_TO,,TYKS,0,,
MICROSPORUM AUDOUINI,MICROSPORUM AUDOUINI,-1,,2001200615,MICROSPORUM AUDOUINI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4286331,Microsporum audouinii,Observation,MAPS_TO,,TYKS,0,,
FUSOBACT.PERIODONT.,FUSOBACT.PERIODONT.,-1,,2001200616,FUSOBACT.PERIODONT.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4288146,Fusobacterium periodonticum,Observation,MAPS_TO,,TYKS,0,,
ALCALIGENES -LAJI,ALCALIGENES -LAJI,-1,,2001200617,ALCALIGENES -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4288470,Alcaligenes,Observation,MAPS_TO,,TYKS,0,,
ALLOIOCOCCUS OTITIS,ALLOIOCOCCUS OTITIS,-1,,2001200618,ALLOIOCOCCUS OTITIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4288933,Alloiococcus otitis,Observation,MAPS_TO,,TYKS,0,,
LOMENTOSPORA PROLIFI,LOMENTOSPORA PROLIFI,-1,,2001200619,LOMENTOSPORA PROLIFI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4289606,Scedosporium prolificans,Observation,MAPS_TO,,TYKS,0,,
TRICHOPHYTON RUBRUM,TRICHOPHYTON RUBRUM,-1,,2001200620,TRICHOPHYTON RUBRUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4290329,Trichophyton rubrum,Observation,MAPS_TO,,TYKS,0,,
SALMON. DERBY,SALMON. DERBY,-1,,2001200621,SALMON. DERBY,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4290347,Salmonella Derby,Observation,MAPS_TO,,TYKS,0,,
BIFIDOBACT.ANIMALIS,BIFIDOBACT.ANIMALIS,-1,,2001200622,BIFIDOBACT.ANIMALIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4290358,Bifidobacterium animalis,Observation,MAPS_TO,,TYKS,0,,
SALMON. ANATUM,SALMON. ANATUM,-1,,2001200623,SALMON. ANATUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4290471,Salmonella Anatum,Observation,MAPS_TO,,TYKS,0,,
GEMELLA HAEMOLYSANS,GEMELLA HAEMOLYSANS,-1,,2001200624,GEMELLA HAEMOLYSANS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4291154,Gemella haemolysans,Observation,MAPS_TO,,TYKS,0,,
TRICHOPHYTON INTERDI,TRICHOPHYTON INTERDI,-1,,2001200625,TRICHOPHYTON INTERDI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4294390,Trichophyton interdigitale,Observation,MAPS_TO,,TYKS,0,,
STREP.CONSTELLATUS,STREP.CONSTELLATUS,-1,,2001200626,STREP.CONSTELLATUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4294519,Streptococcus constellatus,Observation,MAPS_TO,,TYKS,0,,
HAFNIA ALVEI,HAFNIA ALVEI,-1,,2001200627,HAFNIA ALVEI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4295899,Hafnia alvei,Observation,MAPS_TO,,TYKS,0,,
PLESIOMONAS SHIGELL.,PLESIOMONAS SHIGELL.,-1,,2001200628,PLESIOMONAS SHIGELL.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4296403,Plesiomonas shigelloides,Observation,MAPS_TO,,TYKS,0,,
STAPH.CAPRAE,STAPH.CAPRAE,-1,,2001200629,STAPH.CAPRAE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4297326,Staphylococcus caprae,Observation,MAPS_TO,,TYKS,0,,
CANDIDA KRUSEI,CANDIDA KRUSEI,-1,,2001200630,CANDIDA KRUSEI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4040298,Pichia kudriavzevii,Observation,MAPS_TO,,TYKS,1727395200000,,4297441
SALMON. MUENCHEN,SALMON. MUENCHEN,-1,,2001200631,SALMON. MUENCHEN,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4298955,Salmonella Muenchen,Observation,MAPS_TO,,TYKS,0,,
NEISSERIA SUBFLAVA,NEISSERIA SUBFLAVA,-1,,2001200632,NEISSERIA SUBFLAVA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4299086,Neisseria subflava,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT.ACC/TUB,CORYNEBACT.ACC/TUB,-1,,2001200633,CORYNEBACT.ACC/TUB,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4299363,Corynebacterium,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT. -LAJI,CORYNEBACT. -LAJI,-1,,2001200634,CORYNEBACT. -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4299363,Corynebacterium,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT.AURIMUCO,CORYNEBACT.AURIMUCO,-1,,2001200635,CORYNEBACT.AURIMUCO,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4300249,Corynebacterium aurimucosum,Observation,MAPS_TO,,TYKS,0,,
PASTEURELLA CANIS,PASTEURELLA CANIS,-1,,2001200636,PASTEURELLA CANIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4300981,Pasteurella canis,Observation,MAPS_TO,,TYKS,0,,
KINGELLA DENITRIFIC.,KINGELLA DENITRIFIC.,-1,,2001200637,KINGELLA DENITRIFIC.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4301902,Kingella denitrificans,Observation,MAPS_TO,,TYKS,0,,
ENTEROCOC.FAECALIS,ENTEROCOC.FAECALIS,-1,,2001200638,ENTEROCOC.FAECALIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4302157,Enterococcus faecalis,Observation,MAPS_TO,,TYKS,0,,
